DateTime,temp1,temp2
2015-03-24 09:28:00,16.89,-12.54
2015-03-24 09:29:00,17.38,-12.545
2015-03-24 09:30:00,17.38,-12.55
2015-03-24 09:31:00,17.38,-12.555
2015-03-24 09:32:00,16.89,-12.56
2015-03-24 09:33:00,16.89,-12.565
2015-03-24 09:34:00,16.89,-12.57
2015-03-24 09:35:00,16.89,-12.575
2015-03-24 09:36:00,16.89,-12.58
2015-03-24 09:37:00,16.89,-12.584999999999999
2015-03-24 09:38:00,16.89,-12.59
2015-03-24 09:39:00,17.38,-12.594999999999999
2015-03-24 09:40:00,16.89,-12.6
2015-03-24 09:41:00,16.89,-12.605
2015-03-24 09:42:00,16.89,-12.61
2015-03-24 09:43:00,17.38,-12.615
2015-03-24 09:44:00,17.38,-12.62
2015-03-24 09:45:00,17.38,-12.625
2015-03-24 09:46:00,17.38,-12.629999999999999
2015-03-24 09:47:00,16.89,-12.635
2015-03-24 09:48:00,17.38,-12.639999999999999
2015-03-24 09:49:00,16.89,-12.645
2015-03-24 09:50:00,16.89,-12.649999999999999
2015-03-24 09:51:00,16.89,-12.655
2015-03-24 09:52:00,16.89,-12.66
2015-03-24 09:53:00,16.41,-12.665
2015-03-24 09:54:00,16.89,-12.67
2015-03-24 09:55:00,16.89,-12.674999999999999
2015-03-24 09:56:00,16.89,-12.68
2015-03-24 09:57:00,16.89,-12.684999999999999
2015-03-24 09:58:00,16.89,-12.69
2015-03-24 09:59:00,16.89,-12.694999999999999
2015-03-24 10:00:00,16.89,-12.7
2015-03-24 10:01:00,16.89,-12.678333333333333
2015-03-24 10:02:00,16.89,-12.656666666666666
2015-03-24 10:03:00,17.38,-12.635
2015-03-24 10:04:00,16.89,-12.613333333333333
2015-03-24 10:05:00,17.38,-12.591666666666667
2015-03-24 10:06:00,16.89,-12.57
2015-03-24 10:07:00,17.38,-12.548333333333332
2015-03-24 10:08:00,17.38,-12.526666666666666
2015-03-24 10:09:00,17.38,-12.504999999999999
2015-03-24 10:10:00,17.87,-12.483333333333333
2015-03-24 10:11:00,17.87,-12.461666666666666
2015-03-24 10:12:00,17.87,-12.44
2015-03-24 10:13:00,17.87,-12.418333333333333
2015-03-24 10:14:00,17.87,-12.396666666666667
2015-03-24 10:15:00,17.87,-12.375
2015-03-24 10:16:00,18.36,-12.353333333333333
2015-03-24 10:17:00,17.87,-12.331666666666667
2015-03-24 10:18:00,18.36,-12.309999999999999
2015-03-24 10:19:00,18.36,-12.288333333333332
2015-03-24 10:20:00,17.87,-12.266666666666666
2015-03-24 10:21:00,18.36,-12.245
2015-03-24 10:22:00,18.36,-12.223333333333333
2015-03-24 10:23:00,18.36,-12.201666666666666
2015-03-24 10:24:00,18.36,-12.18
2015-03-24 10:25:00,18.36,-12.158333333333333
2015-03-24 10:26:00,17.87,-12.136666666666667
2015-03-24 10:27:00,17.87,-12.115
2015-03-24 10:28:00,17.87,-12.093333333333334
2015-03-24 10:29:00,17.87,-12.071666666666667
2015-03-24 10:30:00,17.38,-12.05
2015-03-24 10:31:00,17.38,-12.028333333333332
2015-03-24 10:32:00,17.38,-12.006666666666666
2015-03-24 10:33:00,17.38,-11.985
2015-03-24 10:34:00,17.38,-11.963333333333333
2015-03-24 10:35:00,17.87,-11.941666666666666
2015-03-24 10:36:00,17.38,-11.92
2015-03-24 10:37:00,17.87,-11.898333333333333
2015-03-24 10:38:00,17.87,-11.876666666666667
2015-03-24 10:39:00,17.87,-11.855
2015-03-24 10:40:00,18.36,-11.833333333333334
2015-03-24 10:41:00,17.87,-11.811666666666667
2015-03-24 10:42:00,18.36,-11.79
2015-03-24 10:43:00,17.87,-11.768333333333333
2015-03-24 10:44:00,18.36,-11.746666666666666
2015-03-24 10:45:00,17.87,-11.725
2015-03-24 10:46:00,17.87,-11.703333333333333
2015-03-24 10:47:00,18.36,-11.681666666666667
2015-03-24 10:48:00,18.36,-11.66
2015-03-24 10:49:00,18.36,-11.638333333333334
2015-03-24 10:50:00,18.36,-11.616666666666667
2015-03-24 10:51:00,18.36,-11.595
2015-03-24 10:52:00,18.36,-11.573333333333334
2015-03-24 10:53:00,18.36,-11.551666666666666
2015-03-24 10:54:00,17.87,-11.530000000000001
2015-03-24 10:55:00,18.36,-11.508333333333333
2015-03-24 10:56:00,18.36,-11.486666666666666
2015-03-24 10:57:00,18.36,-11.465
2015-03-24 10:58:00,17.87,-11.443333333333333
2015-03-24 10:59:00,17.87,-11.421666666666667
2015-03-24 11:00:00,17.87,-11.4
2015-03-24 11:00:00,17.87,-11.4
2015-03-24 11:01:00,17.87,-11.401666666666667
2015-03-24 11:02:00,17.87,-11.403333333333334
2015-03-24 11:03:00,17.87,-11.405000000000001
2015-03-24 11:04:00,17.87,-11.406666666666666
2015-03-24 11:05:00,17.87,-11.408333333333333
2015-03-24 11:06:00,17.38,-11.41
2015-03-24 11:07:00,17.38,-11.411666666666667
2015-03-24 11:08:00,17.38,-11.413333333333334
2015-03-24 11:09:00,17.87,-11.415000000000001
2015-03-24 11:10:00,17.87,-11.416666666666668
2015-03-24 11:11:00,17.38,-11.418333333333333
2015-03-24 11:12:00,17.38,-11.42
2015-03-24 11:13:00,17.87,-11.421666666666667
2015-03-24 11:14:00,17.87,-11.423333333333334
2015-03-24 11:15:00,17.87,-11.425
2015-03-24 11:16:00,17.87,-11.426666666666668
2015-03-24 11:17:00,17.87,-11.428333333333333
2015-03-24 11:18:00,17.87,-11.43
2015-03-24 11:19:00,17.87,-11.431666666666667
2015-03-24 11:20:00,17.87,-11.433333333333334
2015-03-24 11:21:00,18.36,-11.435
2015-03-24 11:22:00,17.87,-11.436666666666667
2015-03-24 11:23:00,17.87,-11.438333333333334
2015-03-24 11:24:00,17.38,-11.44
2015-03-24 11:25:00,17.38,-11.441666666666666
2015-03-24 11:26:00,17.38,-11.443333333333333
2015-03-24 11:27:00,17.38,-11.445
2015-03-24 11:28:00,17.38,-11.446666666666667
2015-03-24 11:29:00,17.38,-11.448333333333334
2015-03-24 11:30:00,17.38,-11.45
2015-03-24 11:31:00,17.38,-11.451666666666666
2015-03-24 11:32:00,17.38,-11.453333333333333
2015-03-24 11:33:00,17.38,-11.455
2015-03-24 11:34:00,17.38,-11.456666666666667
2015-03-24 11:35:00,17.38,-11.458333333333334
2015-03-24 11:36:00,17.38,-11.46
2015-03-24 11:37:00,17.87,-11.461666666666666
2015-03-24 11:38:00,17.87,-11.463333333333333
2015-03-24 11:39:00,17.38,-11.465
2015-03-24 11:40:00,17.87,-11.466666666666667
2015-03-24 11:41:00,17.87,-11.468333333333334
